trial_type,trial_index,time_elapsed,internal_node_id,success,rt,stimulus,key_press,prompt,subject_id,age,gender,button_pressed,next_reward,animation_sequence,responses,planet,curr_prac_trial,n_prac_rounds,alien,aliens,reward_received,decay_rate_actual,decay_rate_exp,time_in_block,block_num,prt,last_trial_on_planet,bonus,num_failures
decision,90,400355,0.0-30.0-2.0,,1052.21,run_exp/static/images/task_images/land.jpg,65,,,,,,1,,,2,,,,,,,,52207,1,2,FALSE,,
dig,91,402313,0.0-31.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6249998696148396},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":656.0349999926984},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1305.2050000987947}]",[],2,,,,,,,,,,,,,
harvest,92,403320,0.0-31.0-1.0,,null,run_exp/static/images/task_images/gems/1.jpg,null,,,,,,0,,,2,,,,,1,0.244463777,0,,,,,,
decision,93,403867,0.0-31.0-2.0,,545.4550004,run_exp/static/images/task_images/land.jpg,65,,,,,,0,,,2,,,,,,,,55719,1,3,FALSE,,
dig,94,406332,0.0-32.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.7199998944997787},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":825.1899997703731},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1641.7000000365078}]",[],2,,,,,,,,,,,,,
harvest,95,407337,0.0-32.0-1.0,,null,run_exp/static/images/task_images/gems/0.jpg,null,,,,,,0,,,2,,,,,0,0.275685484,NaN,,,,,,
decision,96,407607,0.0-32.0-2.0,,267.7699998,run_exp/static/images/task_images/land.jpg,76,,,,,,0,,,2,,,,,,,,59459,1,4,TRUE,,
travel,97,417349,0.0-33.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.15999982133507729},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1086.949999909848},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2164.0050001442432},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3247.0400002785027},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4326.429999899119},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5409.89000024274},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6490.005000028759},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7571.280000265688},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8653.270000126213}]",[],2,,,,,,,,,,,,,
alien_welcome,98,422355,0.0-33.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-13.jpg,null,,,,,,,,,,,,13,"40,21,13,63,34,24,64,68,15,53,44,37,18,74,59,62,20,61,23,58,1,9,78,79,22,69,52",,,,,,,,,
land,99,422858,0.0-33.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,96,,,3,,,,,,,,,,,,,
dig,100,424863,0.0-33.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.890000257641077},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":674.3850000202656},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1342.2750001773238}]",[],3,,,,,,,,,,,,,
harvest,101,425867,0.0-33.0-4.0,,null,run_exp/static/images/task_images/gems/96.jpg,null,,,,,,52,,,3,,,,,96,0.545070023,0.541666667,,,,,,
decision,102,426419,0.0-33.0-5.0,,550.2549997,run_exp/static/images/task_images/land.jpg,65,,,,,,52,,,3,,,,,,,,78271,1,0,FALSE,,
dig,103,428875,0.0-34.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6499998271465302},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":822.9000000283122},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1634.5349997282028}]",[],3,,,,,,,,,,,,,
harvest,104,429879,0.0-34.0-1.0,,null,run_exp/static/images/task_images/gems/52.jpg,null,,,,,,24,,,3,,,,,52,0.469426251,0.461538462,,,,,,
decision,105,430381,0.0-34.0-2.0,,500.6949999,run_exp/static/images/task_images/land.jpg,65,,,,,,24,,,3,,,,,,,,82233,1,1,FALSE,,
dig,106,432892,0.0-35.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1.0449998080730438},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":837.0550000108778},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1671.0899998433888}]",[],3,,,,,,,,,,,,,
harvest,107,433896,0.0-35.0-1.0,,null,run_exp/static/images/task_images/gems/24.jpg,null,,,,,,13,,,3,,,,,24,0.542244836,0.541666667,,,,,,
decision,108,434311,0.0-35.0-2.0,,414.1549999,run_exp/static/images/task_images/land.jpg,65,,,,,,13,,,3,,,,,,,,86163,1,2,FALSE,,
dig,109,436901,0.0-36.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6200000643730164},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":867.8399999625981},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1727.1850001998246}]",[],3,,,,,,,,,,,,,
harvest,110,437903,0.0-36.0-1.0,,null,run_exp/static/images/task_images/gems/13.jpg,null,,,,,,7,,,3,,,,,13,0.519582351,0.538461538,,,,,,
decision,111,438216,0.0-36.0-2.0,,311.6250001,run_exp/static/images/task_images/land.jpg,65,,,,,,7,,,3,,,,,,,,90068,1,3,FALSE,,
dig,112,440913,0.0-37.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6750002503395081},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":898.1150002218783},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1796.4949999004602}]",[],3,,,,,,,,,,,,,
harvest,113,441917,0.0-37.0-1.0,,null,run_exp/static/images/task_images/gems/7.jpg,null,,,,,,3,,,3,,,,,7,0.454750155,0.428571429,,,,,,
decision,114,442146,0.0-37.0-2.0,,227.5799997,run_exp/static/images/task_images/land.jpg,65,,,,,,3,,,3,,,,,,,,93998,1,4,FALSE,,
dig,115,444927,0.0-38.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6849998608231544},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":931.039999704808},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1855.6550000794232}]",[],3,,,,,,,,,,,,,
harvest,116,445929,0.0-38.0-1.0,,null,run_exp/static/images/task_images/gems/3.jpg,null,,,,,,1,,,3,,,,,3,0.414764565,0.333333333,,,,,,
decision,117,446356,0.0-38.0-2.0,,425.3450003,run_exp/static/images/task_images/land.jpg,65,,,,,,1,,,3,,,,,,,,98208,1,5,FALSE,,
dig,118,448944,0.0-39.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1.0899999178946018},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":860.7600000686944},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1723.2349999248981}]",[],3,,,,,,,,,,,,,
harvest,119,449948,0.0-39.0-1.0,,null,run_exp/static/images/task_images/gems/1.jpg,null,,,,,,0,,,3,,,,,1,0.464729221,0,,,,,,
decision,120,450094,0.0-39.0-2.0,,144.0400002,run_exp/static/images/task_images/land.jpg,76,,,,,,0,,,3,,,,,,,,101946,1,6,TRUE,,
travel,121,459959,0.0-40.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.1449999399483204},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1096.289999783039},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2194.8000001721084},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3286.009999923408},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4386.01000001654},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5479.92999991402},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6575.949999969453},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7670.069999992847},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8763.534999918193}]",[],3,,,,,,,,,,,,,
alien_welcome,122,464962,0.0-40.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-63.jpg,null,,,,,,,,,,,,63,"40,21,13,63,34,24,64,68,15,53,44,37,18,74,59,62,20,61,23,58,1,9,78,79,22,69,52",,,,,,,,,
land,123,465468,0.0-40.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,105,,,4,,,,,,,,,,,,,
dig,124,467479,0.0-40.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1.3449997641146183},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":674.5749996043742},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1343.3549995534122}]",[],4,,,,,,,,,,,,,
harvest,125,468485,0.0-40.0-4.0,,null,run_exp/static/images/task_images/gems/105.jpg,null,,,,,,62,,,4,,,,,105,0.590826586,0.59047619,,,,,,
decision,126,469798,0.0-40.0-5.0,,1312.115,run_exp/static/images/task_images/land.jpg,65,,,,,,62,,,4,,,,,,,,121651,1,0,FALSE,,
dig,127,471495,0.0-41.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6249998696148396},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":568.9500002190471},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1127.559999935329}]",[],4,,,,,,,,,,,,,
harvest,128,472498,0.0-41.0-1.0,,null,run_exp/static/images/task_images/gems/62.jpg,null,,,,,,31,,,4,,,,,62,0.492802471,0.5,,,,,,
decision,129,472868,0.0-41.0-2.0,,367.2450003,run_exp/static/images/task_images/land.jpg,65,,,,,,31,,,4,,,,,,,,124720,1,1,FALSE,,
dig,130,475509,0.0-42.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6999997422099113},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":884.0199997648597},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1757.9600000753999}]",[],4,,,,,,,,,,,,,
harvest,131,476513,0.0-42.0-1.0,,null,run_exp/static/images/task_images/gems/31.jpg,null,,,,,,15,,,4,,,,,31,0.483176468,0.483870968,,,,,,
decision,132,477029,0.0-42.0-2.0,,513.7,run_exp/static/images/task_images/land.jpg,65,,,,,,15,,,4,,,,,,,,128881,1,2,FALSE,,
dig,133,479522,0.0-43.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6249998696148396},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":830.2549999207258},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1663.569999858737}]",[],4,,,,,,,,,,,,,
harvest,134,480524,0.0-43.0-1.0,,null,run_exp/static/images/task_images/gems/15.jpg,null,,,,,,6,,,4,,,,,15,0.41853389,0.4,,,,,,
decision,135,481157,0.0-43.0-2.0,,632.0949998,run_exp/static/images/task_images/land.jpg,65,,,,,,6,,,4,,,,,,,,133009,1,3,FALSE,,
dig,136,483531,0.0-44.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6499998271465302},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":793.7400001101196},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1585.1349998265505}]",[],4,,,,,,,,,,,,,
harvest,137,484536,0.0-44.0-1.0,,null,run_exp/static/images/task_images/gems/6.jpg,null,,,,,,3,,,4,,,,,6,0.537173428,0.5,,,,,,
decision,138,484971,0.0-44.0-2.0,,432.3150003,run_exp/static/images/task_images/land.jpg,65,,,,,,3,,,4,,,,,,,,136823,1,4,FALSE,,
dig,139,487547,0.0-45.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.8050003089010715},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":862.300000153482},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1714.7250003181398}]",[],4,,,,,,,,,,,,,
harvest,140,488553,0.0-45.0-1.0,,null,run_exp/static/images/task_images/gems/3.jpg,null,,,,,,1,,,4,,,,,3,0.493680685,0.333333333,,,,,,
decision,141,488885,0.0-45.0-2.0,,330.3399999,run_exp/static/images/task_images/land.jpg,65,,,,,,1,,,4,,,,,,,,140738,1,5,FALSE,,
dig,142,491563,0.0-46.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6999997422099113},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":891.3949998095632},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1785.3549998253584}]",[],4,,,,,,,,,,,,,
harvest,143,492567,0.0-46.0-1.0,,null,run_exp/static/images/task_images/gems/1.jpg,null,,,,,,0,,,4,,,,,1,0.490245104,0,,,,,,
decision,144,493585,0.0-46.0-2.0,,1016.095,run_exp/static/images/task_images/land.jpg,76,,,,,,0,,,4,,,,,,,,145437,1,6,TRUE,,
travel,145,502573,0.0-47.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.14999974519014359},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":999.4950001128018},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2001.9700000993907},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":2998.1149998493493},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":3995.6499999389052},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":4992.064999882132},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":5992.134999949485},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":6991.949999704957},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":7989.955000113696}]",[],4,,,,,,,,,,,,,
alien_welcome,146,507581,0.0-47.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-34.jpg,null,,,,,,,,,,,,34,"40,21,13,63,34,24,64,68,15,53,44,37,18,74,59,62,20,61,23,58,1,9,78,79,22,69,52",,,,,,,,,
land,147,508083,0.0-47.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,90,,,5,,,,,,,,,,,,,
dig,148,510087,0.0-47.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.9400001727044582},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":669.4249999709427},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1337.2250003740191}]",[],5,,,,,,,,,,,,,
harvest,149,511090,0.0-47.0-4.0,,null,run_exp/static/images/task_images/gems/90.jpg,null,,,,,,40,,,5,,,,,90,0.440005828,0.444444444,,,,,,
decision,150,512106,0.0-47.0-5.0,,1014.42,run_exp/static/images/task_images/land.jpg,65,,,,,,40,,,5,,,,,,,,163958,1,0,FALSE,,
dig,151,514100,0.0-48.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6299996748566628},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":665.244999807328},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1325.5949998274446}]",[],5,,,,,,,,,,,,,
harvest,152,515103,0.0-48.0-1.0,,null,run_exp/static/images/task_images/gems/40.jpg,null,,,,,,22,,,5,,,,,40,0.557057312,0.55,,,,,,
decision,153,515560,0.0-48.0-2.0,,455.24,run_exp/static/images/task_images/land.jpg,65,,,,,,22,,,5,,,,,,,,167412,1,1,FALSE,,
dig,154,518117,0.0-49.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6550000980496407},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":850.380000192672},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1700.9850000031292}]",[],5,,,,,,,,,,,,,
harvest,155,519123,0.0-49.0-1.0,,null,run_exp/static/images/task_images/gems/22.jpg,null,,,,,,12,,,5,,,,,22,0.535398109,0.545454545,,,,,,
decision,156,519739,0.0-49.0-2.0,,614.3399999,run_exp/static/images/task_images/land.jpg,65,,,,,,12,,,5,,,,,,,,171592,1,2,FALSE,,
dig,157,522134,0.0-50.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.7650000043213367},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":801.1850002221763},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1597.915000282228}]",[],5,,,,,,,,,,,,,
harvest,158,523140,0.0-50.0-1.0,,null,run_exp/static/images/task_images/gems/12.jpg,null,,,,,,6,,,5,,,,,12,0.474169105,0.5,,,,,,
decision,159,524046,0.0-50.0-2.0,,904.4500003,run_exp/static/images/task_images/land.jpg,65,,,,,,6,,,5,,,,,,,,175899,1,3,FALSE,,
dig,160,526151,0.0-51.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.7150000892579556},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":704.8800000920892},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1398.7150001339614}]",[],5,,,,,,,,,,,,,
harvest,161,527155,0.0-51.0-1.0,,null,run_exp/static/images/task_images/gems/6.jpg,null,,,,,,3,,,5,,,,,6,0.450478017,0.5,,,,,,
decision,162,528660,0.0-51.0-2.0,,1503.095,run_exp/static/images/task_images/land.jpg,65,,,,,,3,,,5,,,,,,,,180512,1,4,FALSE,,
dig,163,530165,0.0-52.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6800000555813313},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":500.60500018298626},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1001.5350002795458}]",[],5,,,,,,,,,,,,,
harvest,164,531168,0.0-52.0-1.0,,null,run_exp/static/images/task_images/gems/3.jpg,null,,,,,,2,,,5,,,,,3,0.622686995,0.666666667,,,,,,
decision,165,531588,0.0-52.0-2.0,,418.4350003,run_exp/static/images/task_images/land.jpg,65,,,,,,2,,,5,,,,,,,,183440,1,5,FALSE,,
dig,166,534177,0.0-53.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6200000643730164},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":866.880000103265},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1726.60499997437}]",[],5,,,,,,,,,,,,,
harvest,167,535181,0.0-53.0-1.0,,null,run_exp/static/images/task_images/gems/2.jpg,null,,,,,,1,,,5,,,,,2,0.555049946,0.5,,,,,,
decision,168,535799,0.0-53.0-2.0,,616.6699999,run_exp/static/images/task_images/land.jpg,65,,,,,,1,,,5,,,,,,,,187651,1,6,FALSE,,
dig,169,538193,0.0-54.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6200000643730164},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":798.4299999661744},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1595.4849999397993}]",[],5,,,,,,,,,,,,,
harvest,170,539195,0.0-54.0-1.0,,null,run_exp/static/images/task_images/gems/1.jpg,null,,,,,,0,,,5,,,,,1,0.485903741,0,,,,,,
decision,171,539603,0.0-54.0-2.0,,405.8449999,run_exp/static/images/task_images/land.jpg,76,,,,,,0,,,5,,,,,,,,191455,1,7,TRUE,,
travel,172,549203,0.0-55.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.1550000160932541},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1071.9900000840425},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2138.0349998362362},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3200.0649999827147},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4265.379999764264},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5332.674999721348},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6398.8749999552965},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7465.719999745488},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8529.420000035316}]",[],5,,,,,,,,,,,,,
alien_welcome,173,554210,0.0-55.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-24.jpg,null,,,,,,,,,,,,24,"40,21,13,63,34,24,64,68,15,53,44,37,18,74,59,62,20,61,23,58,1,9,78,79,22,69,52",,,,,,,,,
land,174,554713,0.0-55.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,88,,,6,,,,,,,,,,,,,
dig,175,556721,0.0-55.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.9399997070431709},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.6249998211861},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1341.2049999460578}]",[],6,,,,,,,,,,,,,
harvest,176,557723,0.0-55.0-4.0,,null,run_exp/static/images/task_images/gems/88.jpg,null,,,,,,74,,,6,,,,,88,0.837938167,0.840909091,,,,,,
decision,177,558419,0.0-55.0-5.0,,694.685,run_exp/static/images/task_images/land.jpg,65,,,,,,74,,,6,,,,,,,,210271,1,0,FALSE,,
dig,178,560733,0.0-56.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6599999032914639},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":771.3150000199676},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1541.1000000312924}]",[],6,,,,,,,,,,,,,
harvest,179,561738,0.0-56.0-1.0,,null,run_exp/static/images/task_images/gems/74.jpg,null,,,,,,62,,,6,,,,,74,0.833325774,0.837837838,,,,,,
decision,180,562007,0.0-56.0-2.0,,266.725,run_exp/static/images/task_images/land.jpg,65,,,,,,62,,,6,,,,,,,,213859,1,1,FALSE,,
dig,181,564751,0.0-57.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6349999457597733},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":913.59500028193},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1827.8850000351667}]",[],6,,,,,,,,,,,,,
harvest,182,565755,0.0-57.0-1.0,,null,run_exp/static/images/task_images/gems/62.jpg,null,,,,,,54,,,6,,,,,62,0.86510132,0.870967742,,,,,,
decision,183,568761,0.0-57.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,54,,,6,,,,,,,,220613,1,2,FALSE,,
time_out,184,570772,0.0-58.0-0.0,,null,run_exp/static/images/task_images/time_out.jpg,null,,,,,,54,,,,,,,,,,,,,,,,
decision,185,571124,0.0-58.0-1.0,,350.4699999,run_exp/static/images/task_images/land.jpg,65,,,,,,54,,,6,,,,,,,,222976,1,2,FALSE,,
dig,186,573781,0.0-59.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.8050003089010715},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":890.1100000366569},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1769.68999998644}]",[],6,,,,,,,,,,,,,
harvest,187,574783,0.0-59.0-1.0,,null,run_exp/static/images/task_images/gems/54.jpg,null,,,,,,45,,,6,,,,,54,0.830544731,0.833333333,,,,,,
decision,188,575078,0.0-59.0-2.0,,293.4699999,run_exp/static/images/task_images/land.jpg,65,,,,,,45,,,6,,,,,,,,226930,1,3,FALSE,,
dig,189,577794,0.0-60.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6999997422099113},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":906.6099999472499},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1807.1249998174608}]",[],6,,,,,,,,,,,,,
harvest,190,578799,0.0-60.0-1.0,,null,run_exp/static/images/task_images/gems/45.jpg,null,,,,,,36,,,6,,,,,45,0.791705011,0.8,,,,,,
decision,191,578834,0.0-60.0-2.0,,33.48000022,run_exp/static/images/task_images/land.jpg,65,,,,,,36,,,6,,,,,,,,230687,1,4,FALSE,,
dig,192,581807,0.0-61.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6249998696148396},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":990.4450001195073},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1982.1399999782443}]",[],6,,,,,,,,,,,,,
harvest,193,582810,0.0-61.0-1.0,,null,run_exp/static/images/task_images/gems/36.jpg,null,,,,,,29,,,6,,,,,36,0.814979159,0.805555556,,,,,,
decision,194,582883,0.0-61.0-2.0,,71.3849999,run_exp/static/images/task_images/land.jpg,65,,,,,,29,,,6,,,,,,,,234735,1,5,FALSE,,
dig,195,585817,0.0-62.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6250003352761269},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":979.605000000447},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1959.7249999642372}]",[],6,,,,,,,,,,,,,
harvest,196,586820,0.0-62.0-1.0,,null,run_exp/static/images/task_images/gems/29.jpg,null,,,,,,23,,,6,,,,,29,0.78766665,0.793103448,,,,,,
decision,197,587318,0.0-62.0-2.0,,496.88,run_exp/static/images/task_images/land.jpg,65,,,,,,23,,,6,,,,,,,,239170,1,6,FALSE,,
dig,198,589826,0.0-63.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6249998696148396},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":836.4699999801815},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1673.3200000599027}]",[],6,,,,,,,,,,,,,
harvest,199,590828,0.0-63.0-1.0,,null,run_exp/static/images/task_images/gems/23.jpg,null,,,,,,20,,,6,,,,,23,0.854804774,0.869565217,,,,,,
decision,200,593676,0.0-63.0-2.0,,2846.04,run_exp/static/images/task_images/land.jpg,65,,,,,,20,,,6,,,,,,,,245528,1,7,FALSE,,
