trial_type,trial_index,time_elapsed,internal_node_id,success,rt,stimulus,key_press,prompt,subject_id,age,gender,button_pressed,next_reward,animation_sequence,responses,planet,curr_prac_trial,n_prac_rounds,alien,aliens,reward_received,decay_rate_actual,decay_rate_exp,time_in_block,block_num,prt,last_trial_on_planet,bonus,num_failures
travel,92,385923,0.0-32.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.15500000154133886},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1053.2549999988987},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2100.395000001299},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3144.895000004908},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4193.655000002764},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5241.3200000009965},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6284.460000002582},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7330.034999999043},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8381.554999999935}]",[],2,,,,,,,,,,,,,
alien_welcome,93,390928,0.0-32.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-52.jpg,null,,,,,,,,,,,,52,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,94,391435,0.0-32.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,96,,,3,,,,,,,,,,,,,
dig,95,393443,0.0-32.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.22499999613501132},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.319999994419},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1336.8499999996857}]",[],3,,,,,,,,,,,,,
harvest,96,394448,0.0-32.0-4.0,,null,run_exp/static/images/task_images/gems/96.jpg,null,,,,,,51,,,3,,,,,96,0.532187299,0.53125,,,,,,
decision,97,394900,0.0-32.0-5.0,,450.205,run_exp/static/images/task_images/land.jpg,65,,,,,,51,,,3,,,,,,,,74103,1,0,FALSE,,
dig,98,397453,0.0-33.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13500000204658136},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":850.6650000053924},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1701.4300000009825}]",[],3,,,,,,,,,,,,,
harvest,99,398458,0.0-33.0-1.0,,null,run_exp/static/images/task_images/gems/51.jpg,null,,,,,,27,,,3,,,,,51,0.531937914,0.529411765,,,,,,
decision,100,398637,0.0-33.0-2.0,,177.275,run_exp/static/images/task_images/land.jpg,76,,,,,,27,,,3,,,,,,,,77840,1,1,TRUE,,
travel,101,408459,0.0-34.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.13499999477062374},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1094.199999999546},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2183.279999997467},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3277.3999999990338},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4370.279999995546},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5461.169999995036},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6548.549999999523},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7643.199999998615},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8731.244999995397}]",[],3,,,,,,,,,,,,,
alien_welcome,102,413461,0.0-34.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-8.jpg,null,,,,,,,,,,,,8,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,103,413967,0.0-34.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,98,,,4,,,,,,,,,,,,,
dig,104,415973,0.0-34.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.23499999952036887},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.464999999851},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1340.3700000053504}]",[],4,,,,,,,,,,,,,
harvest,105,416979,0.0-34.0-4.0,,null,run_exp/static/images/task_images/gems/98.jpg,null,,,,,,48,,,4,,,,,98,0.490151542,0.489795918,,,,,,
decision,106,418082,0.0-34.0-5.0,,1101.98,run_exp/static/images/task_images/land.jpg,65,,,,,,48,,,4,,,,,,,,97285,1,0,FALSE,,
dig,107,419984,0.0-35.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1449999981559813},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":638.264999994135},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1266.0199999954784}]",[],4,,,,,,,,,,,,,
harvest,108,420990,0.0-35.0-1.0,,null,run_exp/static/images/task_images/gems/48.jpg,null,,,,,,25,,,4,,,,,48,0.52979718,0.520833333,,,,,,
decision,109,422211,0.0-35.0-2.0,,1219.385,run_exp/static/images/task_images/land.jpg,65,,,,,,25,,,4,,,,,,,,101414,1,1,FALSE,,
dig,110,423997,0.0-36.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.15500000154133886},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":596.9350000013947},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1187.4950000055833}]",[],4,,,,,,,,,,,,,
harvest,111,425001,0.0-36.0-1.0,,null,run_exp/static/images/task_images/gems/25.jpg,null,,,,,,12,,,4,,,,,25,0.499084631,0.48,,,,,,
decision,112,425169,0.0-36.0-2.0,,167.065,run_exp/static/images/task_images/land.jpg,76,,,,,,12,,,4,,,,,,,,104372,1,2,TRUE,,
travel,113,435001,0.0-37.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.13499999477062374},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1096.254999996745},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2190.179999997781},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3279.6499999967637},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4374.169999995502},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5466.169999999693},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6558.239999998477},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7644.84999999695},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8742.285000000265}]",[],4,,,,,,,,,,,,,
alien_welcome,114,440007,0.0-37.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-62.jpg,null,,,,,,,,,,,,62,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,115,440512,0.0-37.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,102,,,5,,,,,,,,,,,,,
dig,116,442521,0.0-37.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2300000051036477},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":672.0800000039162},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1340.3250000046683}]",[],5,,,,,,,,,,,,,
harvest,117,443527,0.0-37.0-4.0,,null,run_exp/static/images/task_images/gems/102.jpg,null,,,,,,57,,,5,,,,,102,0.556060213,0.558823529,,,,,,
decision,118,444233,0.0-37.0-5.0,,704.87,run_exp/static/images/task_images/land.jpg,65,,,,,,57,,,5,,,,,,,,123436,1,0,FALSE,,
dig,119,446532,0.0-38.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.16000000323401764},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":767.2699999966426},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1534.7249999977066}]",[],5,,,,,,,,,,,,,
harvest,120,447538,0.0-38.0-1.0,,null,run_exp/static/images/task_images/gems/57.jpg,null,,,,,,24,,,5,,,,,57,0.420532766,0.421052632,,,,,,
decision,121,448509,0.0-38.0-2.0,,969.625,run_exp/static/images/task_images/land.jpg,65,,,,,,24,,,5,,,,,,,,127712,1,1,FALSE,,
dig,122,450542,0.0-39.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13000000035390258},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":682.0299999963026},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1356.9449999995413}]",[],5,,,,,,,,,,,,,
harvest,123,451548,0.0-39.0-1.0,,null,run_exp/static/images/task_images/gems/24.jpg,null,,,,,,12,,,5,,,,,24,0.518688783,0.5,,,,,,
decision,124,452709,0.0-39.0-2.0,,1158.725,run_exp/static/images/task_images/land.jpg,76,,,,,,12,,,5,,,,,,,,131912,1,2,TRUE,,
travel,125,461551,0.0-40.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.17500000103609636},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":987.9650000002584},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":1970.3200000003562},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":2952.160000000731},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":3934.2350000006263},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":4912.21499999665},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":5895.239999998012},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":6875.919999998587},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":7861.059999995632}]",[],5,,,,,,,,,,,,,
alien_welcome,126,466554,0.0-40.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-22.jpg,null,,,,,,,,,,,,22,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,127,467057,0.0-40.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,107,,,6,,,,,,,,,,,,,
dig,128,469066,0.0-40.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.24000000121304765},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":672.484999995504},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1336.1599999989267}]",[],6,,,,,,,,,,,,,
harvest,129,470072,0.0-40.0-4.0,,null,run_exp/static/images/task_images/gems/107.jpg,null,,,,,,88,,,6,,,,,107,0.824150447,0.822429907,,,,,,
decision,130,471715,0.0-40.0-5.0,,1641.41,run_exp/static/images/task_images/land.jpg,65,,,,,,88,,,6,,,,,,,,150918,1,0,FALSE,,
dig,131,473074,0.0-41.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.15500000154133886},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":453.9149999982328},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":906.3600000008591}]",[],6,,,,,,,,,,,,,
harvest,132,474076,0.0-41.0-1.0,,null,run_exp/static/images/task_images/gems/88.jpg,null,,,,,,71,,,6,,,,,88,0.807400326,0.806818182,,,,,,
decision,133,476016,0.0-41.0-2.0,,1938.705,run_exp/static/images/task_images/land.jpg,65,,,,,,71,,,6,,,,,,,,155219,1,1,FALSE,,
dig,134,477082,0.0-42.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13000000035390258},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":355.2300000010291},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":712.1899999983725}]",[],6,,,,,,,,,,,,,
harvest,135,478088,0.0-42.0-1.0,,null,run_exp/static/images/task_images/gems/71.jpg,null,,,,,,62,,,6,,,,,71,0.877748417,0.873239437,,,,,,
decision,136,478856,0.0-42.0-2.0,,766.755,run_exp/static/images/task_images/land.jpg,65,,,,,,62,,,6,,,,,,,,158059,1,2,FALSE,,
dig,137,481097,0.0-43.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13000000035390258},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":746.2450000020908},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1489.7150000033434}]",[],6,,,,,,,,,,,,,
harvest,138,482103,0.0-43.0-1.0,,null,run_exp/static/images/task_images/gems/62.jpg,null,,,,,,47,,,6,,,,,62,0.762176443,0.758064516,,,,,,
decision,139,484707,0.0-43.0-2.0,,2602.595,run_exp/static/images/task_images/land.jpg,65,,,,,,47,,,6,,,,,,,,163910,1,3,FALSE,,
dig,140,485107,0.0-44.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.22000000171829015},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":136.00000000587897},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":266.34000000194646}]",[],6,,,,,,,,,,,,,
harvest,141,486114,0.0-44.0-1.0,,null,run_exp/static/images/task_images/gems/47.jpg,null,,,,,,37,,,6,,,,,47,0.780839347,0.787234043,,,,,,
decision,142,486501,0.0-44.0-2.0,,385.575,run_exp/static/images/task_images/land.jpg,65,,,,,,37,,,6,,,,,,,,165704,1,4,FALSE,,
dig,143,489117,0.0-45.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13000000035390258},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":874.7149999981048},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1744.059999997262}]",[],6,,,,,,,,,,,,,
harvest,144,490121,0.0-45.0-1.0,,null,run_exp/static/images/task_images/gems/37.jpg,null,,,,,,30,,,6,,,,,37,0.81796469,0.810810811,,,,,,
decision,145,490154,0.0-45.0-2.0,,30.58999999,run_exp/static/images/task_images/land.jpg,65,,,,,,30,,,6,,,,,,,,169357,1,5,FALSE,,
dig,146,493125,0.0-46.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13500000204658136},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":994.5650000008754},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1984.1250000026776}]",[],6,,,,,,,,,,,,,
harvest,147,494130,0.0-46.0-1.0,,null,run_exp/static/images/task_images/gems/30.jpg,null,,,,,,23,,,6,,,,,30,0.761866139,0.766666667,,,,,,
decision,148,495494,0.0-46.0-2.0,,1362.895,run_exp/static/images/task_images/land.jpg,65,,,,,,23,,,6,,,,,,,,174697,1,6,FALSE,,
dig,149,497136,0.0-47.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13500000204658136},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":551.2450000023819},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1091.919999998936}]",[],6,,,,,,,,,,,,,
harvest,150,498141,0.0-47.0-1.0,,null,run_exp/static/images/task_images/gems/23.jpg,null,,,,,,16,,,6,,,,,23,0.683953326,0.695652174,,,,,,
decision,151,501147,0.0-47.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,16,,,6,,,,,,,,180351,1,7,FALSE,,
time_out,152,503151,0.0-48.0-0.0,,null,run_exp/static/images/task_images/time_out.jpg,null,,,,,,16,,,,,,,,,,,,,,,,
decision,153,503249,0.0-48.0-1.0,,96.8,run_exp/static/images/task_images/land.jpg,76,,,,,,16,,,6,,,,,,,,182452,1,7,TRUE,,
travel,154,513153,0.0-49.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.13500000204658136},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1106.1100000006263},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2203.9199999999255},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3306.1799999995856},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4406.255000001693},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5501.319999995758},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6606.195000000298},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7705.529999999271},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8801.455000000715}]",[],6,,,,,,,,,,,,,
alien_welcome,155,518155,0.0-49.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-67.jpg,null,,,,,,,,,,,,67,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,156,518661,0.0-49.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,95,,,7,,,,,,,,,,,,,
dig,157,520666,0.0-49.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.22499999613501132},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":668.2650000002468},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1339.4950000002282}]",[],7,,,,,,,,,,,,,
harvest,158,521669,0.0-49.0-4.0,,null,run_exp/static/images/task_images/gems/95.jpg,null,,,,,,68,,,7,,,,,95,0.715639245,0.715789474,,,,,,
decision,159,522371,0.0-49.0-5.0,,699.83,run_exp/static/images/task_images/land.jpg,65,,,,,,68,,,7,,,,,,,,201574,1,0,FALSE,,
dig,160,524676,0.0-50.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.19500000053085387},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":767.5650000019232},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1534.6149999968475}]",[],7,,,,,,,,,,,,,
harvest,161,525680,0.0-50.0-1.0,,null,run_exp/static/images/task_images/gems/68.jpg,null,,,,,,54,,,7,,,,,68,0.793471568,0.794117647,,,,,,
decision,162,526846,0.0-50.0-2.0,,1165.41,run_exp/static/images/task_images/land.jpg,65,,,,,,54,,,7,,,,,,,,206049,1,1,FALSE,,
dig,163,528686,0.0-51.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.14999999979045242},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":615.7299999976531},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1222.8949999988545}]",[],7,,,,,,,,,,,,,
harvest,164,529693,0.0-51.0-1.0,,null,run_exp/static/images/task_images/gems/54.jpg,null,,,,,,44,,,7,,,,,54,0.816430485,0.814814815,,,,,,
decision,165,531197,0.0-51.0-2.0,,1503.345,run_exp/static/images/task_images/land.jpg,76,,,,,,44,,,7,,,,,,,,210401,1,2,TRUE,,
travel,166,539700,0.0-52.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.13499999488703907},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":945.9449999995995},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":1894.23999999417},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":2836.269999999786},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":3779.5149999947753},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":4723.204999994836},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":5670.369999999879},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":6612.639999999432},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":7558.084999996936}]",[],7,,,,,,,,,,,,,
alien_welcome,167,544708,0.0-52.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-78.jpg,null,,,,,,,,,,,,78,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,168,545214,0.0-52.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,103,,,8,,,,,,,,,,,,,
dig,169,547222,0.0-52.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.26000000070780516},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.4150000048103},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1337.9750000021886}]",[],8,,,,,,,,,,,,,
harvest,170,548226,0.0-52.0-4.0,,null,run_exp/static/images/task_images/gems/103.jpg,null,,,,,,83,,,8,,,,,103,0.80844313,0.805825243,,,,,,
decision,171,548660,0.0-52.0-5.0,,432.91,run_exp/static/images/task_images/land.jpg,65,,,,,,83,,,8,,,,,,,,227863,1,0,FALSE,,
dig,172,551232,0.0-53.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13499999477062374},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":857.7449999939417},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1716.3199999994831}]",[],8,,,,,,,,,,,,,
harvest,173,552239,0.0-53.0-1.0,,null,run_exp/static/images/task_images/gems/83.jpg,null,,,,,,65,,,8,,,,,83,0.778385182,0.78313253,,,,,,
decision,174,552990,0.0-53.0-2.0,,750.255,run_exp/static/images/task_images/land.jpg,65,,,,,,65,,,8,,,,,,,,232193,1,1,FALSE,,
dig,175,555245,0.0-54.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1449999981559813},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":754.0399999998044},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1500.1750000010943}]",[],8,,,,,,,,,,,,,
harvest,176,556252,0.0-54.0-1.0,,null,run_exp/static/images/task_images/gems/65.jpg,null,,,,,,50,,,8,,,,,65,0.764278003,0.769230769,,,,,,
decision,177,556554,0.0-54.0-2.0,,300.705,run_exp/static/images/task_images/land.jpg,65,,,,,,50,,,8,,,,,,,,235757,1,2,FALSE,,
dig,178,559254,0.0-55.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.13000000035390258},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":901.3149999955203},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1804.2300000014948}]",[],8,,,,,,,,,,,,,
harvest,179,560261,0.0-55.0-1.0,,null,run_exp/static/images/task_images/gems/50.jpg,null,,,,,,42,,,8,,,,,50,0.837199162,0.84,,,,,,
decision,180,560642,0.0-55.0-2.0,,379.37,run_exp/static/images/task_images/land.jpg,65,,,,,,42,,,8,,,,,,,,239845,1,3,FALSE,,
dig,181,563265,0.0-56.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.14000000373926014},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":874.3700000050012},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1751.430000003893}]",[],8,,,,,,,,,,,,,
harvest,182,564268,0.0-56.0-1.0,,null,run_exp/static/images/task_images/gems/42.jpg,null,,,,,,36,,,8,,,,,42,0.864109682,0.857142857,,,,,,
decision,183,564558,0.0-56.0-2.0,,288.78,run_exp/static/images/task_images/land.jpg,76,,,,,,36,,,8,,,,,,,,243761,1,4,TRUE,,
travel,184,574275,0.0-57.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.1449999981559813},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1080.7849999982864},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2162.864999998361},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3238.1549999990966},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4322.135000002105},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5397.6350000011735},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6480.250000000466},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7555.325000001118},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8638.330000001588}]",[],8,,,,,,,,,,,,,
alien_welcome,185,579282,0.0-57.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-64.jpg,null,,,,,,,,,,,,64,"29,28,52,8,62,22,67,78,64,10,46,77,31,13,4,12,35,63,72,65,80,33,3,25,38,70,73,21,59,40,74,27,14,2,43,71,75,15,32,16,66,30,44,34,79,48,51,1,26,61,20",,,,,,,,,
land,186,579789,0.0-57.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,95,,,9,,,,,,,,,,,,,
dig,187,581797,0.0-57.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.24000000127125531},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":673.2950000005076},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1336.44500000088}]",[],9,,,,,,,,,,,,,
harvest,188,582803,0.0-57.0-4.0,,null,run_exp/static/images/task_images/gems/95.jpg,null,,,,,,20,,,9,,,,,95,0.213563871,0.210526316,,,,,,
decision,189,584425,0.0-57.0-5.0,,1620.83,run_exp/static/images/task_images/land.jpg,65,,,,,,20,,,9,,,,,,,,263628,1,0,FALSE,,
dig,190,585809,0.0-58.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.14999999990686774},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":460.3399999978719},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":923.2899999988731}]",[],9,,,,,,,,,,,,,
