trial_type,trial_index,time_elapsed,internal_node_id,success,rt,stimulus,key_press,prompt,subject_id,age,gender,button_pressed,next_reward,animation_sequence,responses,planet,curr_prac_trial,n_prac_rounds,alien,aliens,reward_received,decay_rate_actual,decay_rate_exp,time_in_block,block_num,prt,last_trial_on_planet,bonus,num_failures
decision,90,424235,0.0-30.0-5.0,,205.2399999,run_exp/static/images/task_images/land.jpg,65,,,,,,64,,,3,,,,,,,,65821,1,0,FALSE,,
dig,91,427034,0.0-31.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2649999223649502},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":933.6749999783933},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1864.1999999526888}]",[],3,,,,,,,,,,,,,
harvest,92,428038,0.0-31.0-1.0,,null,run_exp/static/images/task_images/gems/64.jpg,null,,,,,,33,,,3,,,,,64,0.508001621,0.515625,,,,,,
decision,93,428722,0.0-31.0-2.0,,682.51,run_exp/static/images/task_images/land.jpg,65,,,,,,33,,,3,,,,,,,,70308,1,1,FALSE,,
dig,94,431046,0.0-32.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.265000038780272},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":773.6950000980869},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1546.0949999978766}]",[],3,,,,,,,,,,,,,
harvest,95,432049,0.0-32.0-1.0,,null,run_exp/static/images/task_images/gems/33.jpg,null,,,,,,15,,,3,,,,,33,0.469647009,0.454545455,,,,,,
decision,96,432364,0.0-32.0-2.0,,312.69,run_exp/static/images/task_images/land.jpg,65,,,,,,15,,,3,,,,,,,,73950,1,2,FALSE,,
dig,97,435056,0.0-33.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.29500003438442945},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":897.4249999737367},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1792.3050000099465}]",[],3,,,,,,,,,,,,,
harvest,98,436059,0.0-33.0-1.0,,null,run_exp/static/images/task_images/gems/15.jpg,null,,,,,,8,,,3,,,,,15,0.549458591,0.533333333,,,,,,
decision,99,436547,0.0-33.0-2.0,,485.705,run_exp/static/images/task_images/land.jpg,65,,,,,,8,,,3,,,,,,,,78133,1,3,FALSE,,
dig,100,439068,0.0-34.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2799999201670289},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":839.4799999659881},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1677.5549999438226}]",[],3,,,,,,,,,,,,,
harvest,101,440071,0.0-34.0-1.0,,null,run_exp/static/images/task_images/gems/8.jpg,null,,,,,,4,,,3,,,,,8,0.441458813,0.5,,,,,,
decision,102,441550,0.0-34.0-2.0,,1476.52,run_exp/static/images/task_images/land.jpg,65,,,,,,4,,,3,,,,,,,,83136,1,4,FALSE,,
dig,103,443079,0.0-35.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2749999985098839},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":509.3099999940023},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1015.335000003688}]",[],3,,,,,,,,,,,,,
harvest,104,444080,0.0-35.0-1.0,,null,run_exp/static/images/task_images/gems/4.jpg,null,,,,,,2,,,3,,,,,4,0.529499025,0.5,,,,,,
decision,105,444227,0.0-35.0-2.0,,144.89,run_exp/static/images/task_images/land.jpg,76,,,,,,2,,,3,,,,,,,,85813,1,5,TRUE,,
travel,106,454091,0.0-36.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.28499995823949575},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1097.9649999644607},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2192.174999974668},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3287.4649999430403},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4382.239999948069},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5477.334999945015},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6572.425000020303},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7667.2799999359995},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8762.61999993585}]",[],3,,,,,,,,,,,,,
alien_welcome,107,459094,0.0-36.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-71.jpg,null,,,,,,,,,,,,71,"65,24,2,71,1,12,50,39,48,61,54,16,53,64,76,70,3,73,31,28,56,19,69,33,18,20,34",,,,,,,,,
land,108,459597,0.0-36.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,100,,,4,,,,,,,,,,,,,
dig,109,461601,0.0-36.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.3350001061335206},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":669.4850000785664},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1335.6800000183284}]",[],4,,,,,,,,,,,,,
harvest,110,462604,0.0-36.0-4.0,,null,run_exp/static/images/task_images/gems/100.jpg,null,,,,,,49,,,4,,,,,100,0.493665797,0.49,,,,,,
decision,111,463250,0.0-36.0-5.0,,644.565,run_exp/static/images/task_images/land.jpg,65,,,,,,49,,,4,,,,,,,,104836,1,0,FALSE,,
dig,112,465614,0.0-37.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.3250000299885869},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":787.8050000872463},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1572.06999999471}]",[],4,,,,,,,,,,,,,
harvest,113,466618,0.0-37.0-1.0,,null,run_exp/static/images/task_images/gems/49.jpg,null,,,,,,22,,,4,,,,,49,0.455545983,0.448979592,,,,,,
decision,114,467186,0.0-37.0-2.0,,563.02,run_exp/static/images/task_images/land.jpg,65,,,,,,22,,,4,,,,,,,,108773,1,1,FALSE,,
dig,115,469630,0.0-38.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.26999996043741703},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":814.5399999339134},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1626.010000007227}]",[],4,,,,,,,,,,,,,
harvest,116,470632,0.0-38.0-1.0,,null,run_exp/static/images/task_images/gems/22.jpg,null,,,,,,12,,,4,,,,,22,0.539718484,0.545454545,,,,,,
decision,117,471122,0.0-38.0-2.0,,487.845,run_exp/static/images/task_images/land.jpg,65,,,,,,12,,,4,,,,,,,,112708,1,2,FALSE,,
dig,118,473640,0.0-39.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2999999560415745},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":839.354999945499},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1676.4799999073148}]",[],4,,,,,,,,,,,,,
harvest,119,474641,0.0-39.0-1.0,,null,run_exp/static/images/task_images/gems/12.jpg,null,,,,,,5,,,4,,,,,12,0.453688878,0.416666667,,,,,,
decision,120,475090,0.0-39.0-2.0,,446.8499999,run_exp/static/images/task_images/land.jpg,65,,,,,,5,,,4,,,,,,,,116676,1,3,FALSE,,
dig,121,477650,0.0-40.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.4499999340623617},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":852.9149999376386},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1704.7800000291318}]",[],4,,,,,,,,,,,,,
harvest,122,478652,0.0-40.0-1.0,,null,run_exp/static/images/task_images/gems/5.jpg,null,,,,,,2,,,4,,,,,5,0.463288298,0.4,,,,,,
decision,123,479260,0.0-40.0-2.0,,606.665,run_exp/static/images/task_images/land.jpg,76,,,,,,2,,,4,,,,,,,,120846,1,4,TRUE,,
travel,124,488655,0.0-41.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.3250000299885869},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1045.0549999950454},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2088.9700000407174},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3136.6899999557063},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4179.220000049099},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5217.264999984764},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6262.4599999981},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7304.29500003811},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8346.90500004217}]",[],4,,,,,,,,,,,,,
alien_welcome,125,493658,0.0-41.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-1.jpg,null,,,,,,,,,,,,1,"65,24,2,71,1,12,50,39,48,61,54,16,53,64,76,70,3,73,31,28,56,19,69,33,18,20,34",,,,,,,,,
land,126,494160,0.0-41.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,99,,,5,,,,,,,,,,,,,
dig,127,496165,0.0-41.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.3700000233948231},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":669.469999964349},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1335.800000000745}]",[],5,,,,,,,,,,,,,
harvest,128,497166,0.0-41.0-4.0,,null,run_exp/static/images/task_images/gems/99.jpg,null,,,,,,53,,,5,,,,,99,0.537266258,0.535353535,,,,,,
decision,129,497946,0.0-41.0-5.0,,777,run_exp/static/images/task_images/land.jpg,65,,,,,,53,,,5,,,,,,,,139532,1,0,FALSE,,
dig,130,500174,0.0-42.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.41999993845820427},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":742.8999999538064},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1481.7299999995157}]",[],5,,,,,,,,,,,,,
harvest,131,501176,0.0-42.0-1.0,,null,run_exp/static/images/task_images/gems/53.jpg,null,,,,,,24,,,5,,,,,53,0.451826472,0.452830189,,,,,,
decision,132,501729,0.0-42.0-2.0,,550.71,run_exp/static/images/task_images/land.jpg,65,,,,,,24,,,5,,,,,,,,143315,1,1,FALSE,,
dig,133,504184,0.0-43.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.28000003658235073},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":817.4750000471249},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1634.76000004448}]",[],5,,,,,,,,,,,,,
harvest,134,505187,0.0-43.0-1.0,,null,run_exp/static/images/task_images/gems/24.jpg,null,,,,,,11,,,5,,,,,24,0.465870585,0.458333333,,,,,,
decision,135,505762,0.0-43.0-2.0,,573.89,run_exp/static/images/task_images/land.jpg,65,,,,,,11,,,5,,,,,,,,147348,1,2,FALSE,,
dig,136,508192,0.0-44.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.23499992676079273},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":809.6349999541417},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1617.4499999033287}]",[],5,,,,,,,,,,,,,
harvest,137,509195,0.0-44.0-1.0,,null,run_exp/static/images/task_images/gems/11.jpg,null,,,,,,5,,,5,,,,,11,0.496663173,0.454545455,,,,,,
decision,138,509650,0.0-44.0-2.0,,454.12,run_exp/static/images/task_images/land.jpg,65,,,,,,5,,,5,,,,,,,,151236,1,3,FALSE,,
dig,139,512205,0.0-45.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.20999996922910213},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":849.9849999789149},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1697.0300000393763}]",[],5,,,,,,,,,,,,,
harvest,140,513207,0.0-45.0-1.0,,null,run_exp/static/images/task_images/gems/5.jpg,null,,,,,,2,,,5,,,,,5,0.478156125,0.4,,,,,,
decision,141,514113,0.0-45.0-2.0,,904.8100001,run_exp/static/images/task_images/land.jpg,76,,,,,,2,,,5,,,,,,,,155699,1,4,TRUE,,
travel,142,523209,0.0-46.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.25500007905066013},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":1012.6000000163913},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":2021.0950000910088},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":3032.020000042394},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":4041.9950000941753},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":5052.810000022873},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":6061.195000074804},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":7071.884999983013},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":8082.875000080094}]",[],5,,,,,,,,,,,,,
alien_welcome,143,528213,0.0-46.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-12.jpg,null,,,,,,,,,,,,12,"65,24,2,71,1,12,50,39,48,61,54,16,53,64,76,70,3,73,31,28,56,19,69,33,18,20,34",,,,,,,,,
land,144,528716,0.0-46.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,102,,,6,,,,,,,,,,,,,
dig,145,530721,0.0-46.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.39000005926936865},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":668.610000051558},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1335.8299999963492}]",[],6,,,,,,,,,,,,,
harvest,146,531723,0.0-46.0-4.0,,null,run_exp/static/images/task_images/gems/102.jpg,null,,,,,,84,,,6,,,,,102,0.82418524,0.823529412,,,,,,
decision,147,531873,0.0-46.0-5.0,,148.63,run_exp/static/images/task_images/land.jpg,65,,,,,,84,,,6,,,,,,,,173459,1,0,FALSE,,
dig,148,534731,0.0-47.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.28000003658235073},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":952.930000028573},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1901.7100000055507}]",[],6,,,,,,,,,,,,,
harvest,149,535736,0.0-47.0-1.0,,null,run_exp/static/images/task_images/gems/84.jpg,null,,,,,,69,,,6,,,,,84,0.820413439,0.821428571,,,,,,
decision,150,535921,0.0-47.0-2.0,,182.685,run_exp/static/images/task_images/land.jpg,65,,,,,,69,,,6,,,,,,,,177507,1,1,FALSE,,
dig,151,538742,0.0-48.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.22499996703118086},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":939.9699999485165},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1879.700000048615}]",[],6,,,,,,,,,,,,,
harvest,152,539744,0.0-48.0-1.0,,null,run_exp/static/images/task_images/gems/69.jpg,null,,,,,,56,,,6,,,,,69,0.804851097,0.811594203,,,,,,
decision,153,539772,0.0-48.0-2.0,,26.29999991,run_exp/static/images/task_images/land.jpg,65,,,,,,56,,,6,,,,,,,,181358,1,2,FALSE,,
dig,154,542753,0.0-49.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1949999714270234},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":993.1050000013784},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1983.1799999810755}]",[],6,,,,,,,,,,,,,
harvest,155,543758,0.0-49.0-1.0,,null,run_exp/static/images/task_images/gems/56.jpg,null,,,,,,46,,,6,,,,,56,0.814177493,0.821428571,,,,,,
decision,156,543817,0.0-49.0-2.0,,56.34500005,run_exp/static/images/task_images/land.jpg,65,,,,,,46,,,6,,,,,,,,185403,1,3,FALSE,,
dig,157,546765,0.0-50.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.21500000730156898},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":983.4000000264496},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1964.3899999791756}]",[],6,,,,,,,,,,,,,
harvest,158,547767,0.0-50.0-1.0,,null,run_exp/static/images/task_images/gems/46.jpg,null,,,,,,31,,,6,,,,,46,0.675212694,0.673913043,,,,,,
decision,159,548257,0.0-50.0-2.0,,487.3950001,run_exp/static/images/task_images/land.jpg,65,,,,,,31,,,6,,,,,,,,189843,1,4,FALSE,,
dig,160,550773,0.0-51.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2300000051036477},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":839.0250001102686},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1676.5800000866875}]",[],6,,,,,,,,,,,,,
harvest,161,551775,0.0-51.0-1.0,,null,run_exp/static/images/task_images/gems/31.jpg,null,,,,,,26,,,6,,,,,31,0.825382927,0.838709677,,,,,,
decision,162,551850,0.0-51.0-2.0,,72.19500002,run_exp/static/images/task_images/land.jpg,65,,,,,,26,,,6,,,,,,,,193436,1,5,FALSE,,
dig,163,554785,0.0-52.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.22499996703118086},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":977.9550000093877},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1952.9299999121577}]",[],6,,,,,,,,,,,,,
harvest,164,555787,0.0-52.0-1.0,,null,run_exp/static/images/task_images/gems/26.jpg,null,,,,,,21,,,6,,,,,26,0.81695434,0.807692308,,,,,,
decision,165,555865,0.0-52.0-2.0,,75.725,run_exp/static/images/task_images/land.jpg,65,,,,,,21,,,6,,,,,,,,197451,1,6,FALSE,,
dig,166,558794,0.0-53.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.1799999736249447},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":975.830000010319},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1953.899999964051}]",[],6,,,,,,,,,,,,,
harvest,167,559797,0.0-53.0-1.0,,null,run_exp/static/images/task_images/gems/21.jpg,null,,,,,,16,,,6,,,,,21,0.755501911,0.761904762,,,,,,
decision,168,562800,0.0-53.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,16,,,6,,,,,,,,204386,1,7,FALSE,,
time_out,169,564807,0.0-54.0-0.0,,null,run_exp/static/images/task_images/time_out.jpg,null,,,,,,16,,,,,,,,,,,,,,,,
decision,170,566218,0.0-54.0-1.0,,1408.455,run_exp/static/images/task_images/land.jpg,65,,,,,,16,,,6,,,,,,,,207804,1,7,FALSE,,
dig,171,567817,0.0-55.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.31999999191612005},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":531.7100000102073},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1062.7999999560416}]",[],6,,,,,,,,,,,,,
harvest,172,568819,0.0-55.0-1.0,,null,run_exp/static/images/task_images/gems/16.jpg,null,,,,,,13,,,6,,,,,16,0.798670984,0.8125,,,,,,
decision,173,569233,0.0-55.0-2.0,,412.2400001,run_exp/static/images/task_images/land.jpg,65,,,,,,13,,,6,,,,,,,,210819,1,8,FALSE,,
dig,174,571837,0.0-56.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2749999985098839},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":863.1749999476597},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1727.2050000028685}]",[],6,,,,,,,,,,,,,
harvest,175,572840,0.0-56.0-1.0,,null,run_exp/static/images/task_images/gems/13.jpg,null,,,,,,10,,,6,,,,,13,0.763054451,0.769230769,,,,,,
decision,176,573433,0.0-56.0-2.0,,590.2300001,run_exp/static/images/task_images/land.jpg,65,,,,,,10,,,6,,,,,,,,215020,1,9,FALSE,,
dig,177,575851,0.0-57.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.28000003658235073},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":807.8950000926852},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1607.5800000689924}]",[],6,,,,,,,,,,,,,
harvest,178,576854,0.0-57.0-1.0,,null,run_exp/static/images/task_images/gems/10.jpg,null,,,,,,8,,,6,,,,,10,0.845164645,0.8,,,,,,
decision,179,577337,0.0-57.0-2.0,,481.1399999,run_exp/static/images/task_images/land.jpg,65,,,,,,8,,,6,,,,,,,,218923,1,10,FALSE,,
dig,180,579862,0.0-58.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.28499995823949575},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":840.7850000075996},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1679.1550000198185}]",[],6,,,,,,,,,,,,,
harvest,181,580865,0.0-58.0-1.0,,null,run_exp/static/images/task_images/gems/8.jpg,null,,,,,,6,,,6,,,,,8,0.7662592,0.75,,,,,,
decision,182,583521,0.0-58.0-2.0,,2651.895,run_exp/static/images/task_images/land.jpg,76,,,,,,6,,,6,,,,,,,,225107,1,11,TRUE,,
travel,183,590874,0.0-59.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/rocket-01.jpg"",""time"":0.31999999191612005},{""stimulus"":""run_exp/static/images/task_images/rocket-02.jpg"",""time"":817.7049999358132},{""stimulus"":""run_exp/static/images/task_images/rocket-03.jpg"",""time"":1633.6049999808893},{""stimulus"":""run_exp/static/images/task_images/rocket-04.jpg"",""time"":2450.0549999065697},{""stimulus"":""run_exp/static/images/task_images/rocket-05.jpg"",""time"":3266.4249999215826},{""stimulus"":""run_exp/static/images/task_images/rocket-06.jpg"",""time"":4082.4249999132007},{""stimulus"":""run_exp/static/images/task_images/rocket-07.jpg"",""time"":4897.829999914393},{""stimulus"":""run_exp/static/images/task_images/rocket-08.jpg"",""time"":5714.41999997478},{""stimulus"":""run_exp/static/images/task_images/rocket-09.jpg"",""time"":6530.279999948107}]",[],6,,,,,,,,,,,,,
alien_welcome,184,595878,0.0-59.0-1.0,,null,run_exp/static/images/task_images/aliens/old_aliens/planet/alien_planet-50.jpg,null,,,,,,,,,,,,50,"65,24,2,71,1,12,50,39,48,61,54,16,53,64,76,70,3,73,31,28,56,19,69,33,18,20,34",,,,,,,,,
land,185,596381,0.0-59.0-2.0,,null,run_exp/static/images/task_images/land.jpg,null,,,,,,93,,,7,,,,,,,,,,,,,
dig,186,598386,0.0-59.0-3.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.3299999516457319},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":669.1550000105053},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1335.4449999751523}]",[],7,,,,,,,,,,,,,
harvest,187,599389,0.0-59.0-4.0,,null,run_exp/static/images/task_images/gems/93.jpg,null,,,,,,73,,,7,,,,,93,0.788279802,0.784946237,,,,,,
decision,188,599881,0.0-59.0-5.0,,489.985,run_exp/static/images/task_images/land.jpg,65,,,,,,73,,,7,,,,,,,,241467,1,0,FALSE,,
dig,189,602397,0.0-60.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.30999991577118635},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":837.8050000173971},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1673.4050000086427}]",[],7,,,,,,,,,,,,,
harvest,190,603400,0.0-60.0-1.0,,null,run_exp/static/images/task_images/gems/73.jpg,null,,,,,,59,,,7,,,,,73,0.809495977,0.808219178,,,,,,
decision,191,603633,0.0-60.0-2.0,,230.17,run_exp/static/images/task_images/land.jpg,65,,,,,,59,,,7,,,,,,,,245219,1,1,FALSE,,
dig,192,606410,0.0-61.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.29500003438442945},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":924.970000050962},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1848.850000067614}]",[],7,,,,,,,,,,,,,
harvest,193,607413,0.0-61.0-1.0,,null,run_exp/static/images/task_images/gems/59.jpg,null,,,,,,45,,,7,,,,,59,0.765853941,0.762711864,,,,,,
decision,194,608042,0.0-61.0-2.0,,627.0949999,run_exp/static/images/task_images/land.jpg,65,,,,,,45,,,7,,,,,,,,249628,1,2,FALSE,,
dig,195,610420,0.0-62.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.6300000241026282},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":793.6550000449643},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1582.605000003241}]",[],7,,,,,,,,,,,,,
harvest,196,611423,0.0-62.0-1.0,,null,run_exp/static/images/task_images/gems/45.jpg,null,,,,,,37,,,7,,,,,45,0.815753193,0.822222222,,,,,,
decision,197,611897,0.0-62.0-2.0,,471.945,run_exp/static/images/task_images/land.jpg,65,,,,,,37,,,7,,,,,,,,253483,1,3,FALSE,,
dig,198,614430,0.0-63.0-0.0,,,,,,,,,,,"[{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":0.2549999626353383},{""stimulus"":""run_exp/static/images/task_images/land.jpg"",""time"":843.7200000043958},{""stimulus"":""run_exp/static/images/task_images/dig.jpg"",""time"":1686.7649999912828}]",[],7,,,,,,,,,,,,,
harvest,199,615438,0.0-63.0-1.0,,null,run_exp/static/images/task_images/gems/37.jpg,null,,,,,,29,,,7,,,,,37,0.774546881,0.783783784,,,,,,
decision,200,615937,0.0-63.0-2.0,,496.085,run_exp/static/images/task_images/land.jpg,65,,,,,,29,,,7,,,,,,,,257523,1,4,FALSE,,
